id_filme,titulo,ano,data_lancamento,generos,duracao,pais,idioma,orcamento,receita,receita_eua,nota_imdb,num_avaliacoes,direcao,roteiro,producao,elenco,descricao,num_criticas_publico,num_criticas_critica
tt0369441,Fun with Dick and Jane,2005,2006-01-27,"Comedy, Crime",90,USA,"English, Spanish",100000000,204681899,110332737,6.2,132575,Dean Parisot,"Judd Apatow, Nicholas Stoller",Columbia Pictures,"Jim Carrey, Téa Leoni, Alec Baldwin, Richard Jenkins, Angie Harmon, John Michael Higgins, Richard Burgi, Carlos Jacott, Aaron Michael Drozin, Gloria Garayua, Michelle Arthur, Stacey Travis, Timm Sharp, David Herman, Dempsey Pappion","When an affluent couple lose all their money following a series of blunders, they turn to a life of crime to make ends meet.",292,141
tt3471098,Maggie's Plan,2015,2016-06-29,"Comedy, Drama, Romance",98,USA,"English, Danish",NA,5883891,3351735,6.2,15574,Rebecca Miller,"Rebecca Miller, Karen Rinaldi",Black Bear Pictures,"Greta Gerwig, George Ashiotis, Bill Hader, Monte Greene, Travis Fimmel, Fredi Walker-Browne, Ethan Hawke, Maya Rudolph, Brendan Titley, Stephen Lin, Wallace Shawn, Julianne Moore, Mina Sundwall, Jackson Frazer, Ida Rohatyn","Maggie wants to have a baby, raising him on her own, but when she gets romantically involved with John, a married man, things get complicated and all the balance of Maggie's plans may collapse.",50,188
tt1971558,The Sleeper,2012,2012-01-31,"Horror, Thriller",90,USA,English,30000,NA,NA,3.9,1155,Justin Russell,Justin Russell,Gamma Knife Films,"Brittany Belland, Ray Goodwin, Jason Jay Crabtree, Elizabeth Lane, Jenna Fournier, Riana Ballo, Jessica Cameron, Tiffany Kiely, Ali Ferda, Kendra Stevenson, Beverly Kristy, Paul Moon, Eric Sarich, Aaron Russell, John Bloom","In 1981, new pledges are welcomed to a sorority and the Sleeper clandestinely spies on the girls - prompting to kill them at their most vulnerable.",34,35
tt0080556,The Competition,1980,1980-12-03,"Drama, Romance, Music",123,USA,English,NA,14287755,14287755,6.6,1798,Joel Oliansky,"Joel Oliansky, Joel Oliansky",Rastar Films,"Richard Dreyfuss, Amy Irving, Lee Remick, Sam Wanamaker, Joseph Cali, Ty Henderson, Vicki Kriegler, Adam Stern, Philip Sterling, Gloria Stroock, Bea Silvern, James Sikking, Delia Salvi, Jimmy Sturtevant, Kathy Talbot","The movie centers on a piano competition whose winner is assured of success. It is Paul's last chance to compete, but newcomer Heidi may be a better pianist. Can romance be far away? Will ...",35,10
tt0025318,It's a Gift,1934,1934-11-30,Comedy,68,USA,English,NA,NA,NA,7.2,4807,Norman Z. McLeod,"Jack Cunningham, J.P. McEvoy",Paramount Pictures,"W.C. Fields, Kathleen Howard, Jean Rouverol, Julian Madison, Tommy Bupp, Baby LeRoy, Tammany Young, Morgan Wallace, Charles Sellon, Josephine Whittell, T. Roy Barnes, Diana Lewis, Spencer Charters, Guy Usher, Dell Henderson","A henpecked New Jersey grocer makes plans to move to California to grow oranges, despite the resistance of his overbearing wife.",69,25
tt0180679,Escanaba in da Moonlight,2001,2001-02-09,"Comedy, Fantasy",91,USA,English,1000000,2276602,2276602,6.5,1711,Jeff Daniels,"Jeff Daniels, Jeff Daniels",Purple Rose Productions,"Jeff Daniels, Harve Presnell, Joey Albright, Wayne David Parker, Randall Godwin, Kimberly Guerrero, James Porterfield, Guy Sanville, Lucas Daniels, Phillip W. Powers, Sandra Birch, Alex Mulvaney, Kyle Broeders, Belinda 'Allee' Eagle, Chad Decota",A macho man in a family on the eve of deer-hunting season must deal with the eldest son's curse of never having bagged a buck.,106,9
tt0087091,Country,1984,1984-09-29,Drama,105,USA,English,NA,9640000,9640000,6.7,1761,Richard Pearce,William D. Wittliff,Far West,"Jessica Lange, Sam Shepard, Wilford Brimley, Matt Clark, Theresa Graham, Levi L. Knebel, Jim Haynie, Sandra Seacat, Alex Harvey, Stephanie-Stacy Poyner, Jim Ostercamp, Robert L. Somers, Frank Noel, Warren Duit, Conrad Doan","Gilbert Ivy and his wife Jewell are farmers. They seem to be working against the odds, producing no financial surplus. Gilbert has lost hope of ever becoming prosperous, but his wife ...",14,12
tt0104027,CrissCross,1992,1992-05-08,"Crime, Drama",100,USA,English,14000000,3052738,3052738,5.9,1676,Chris Menges,"Scott Sommer, Scott Sommer",Hawn / Sylbert Movie Company,"Goldie Hawn, Arliss Howard, James Gammon, David Arnott, Keith Carradine, J.C. Quinn, Steve Buscemi, Paul Calderon, Cathryn de Prume, Nada Despotovich, David Anthony Marshall, Deirdre O'Connell, Anna Thomson, Neil Giuntoli, Christy Martin","A 12-year-old boy comes of age in 1969 Key West against the backdrop of the Apollo moon landing, when he begins to sell cocaine so his mother can stop stripping.",22,17
tt1748197,Setup,2011,2011-10-13,"Action, Crime, Drama",85,USA,English,20000000,2140476,NA,4.4,20336,Mike Gunther,"Mike Behrman, Mike Gunther",Grindstone Entertainment Group,"50 Cent, Ryan Phillippe, Bruce Willis, Rory Markham, Jenna Dewan, Brett Granstaff, Randy Couture, Susie Abromeit, Ron Turner, James Remar, Jay Karnes, Shaun Toub, Will Yun Lee, Ralph Lister, Alex Safi",A group of friends become involved in a potentially deadly diamond heist.,102,36
tt0081353,Popeye,1980,1980-12-12,"Adventure, Comedy, Family",114,USA,English,20000000,49823037,49823037,5.3,28860,Robert Altman,"Jules Feiffer, E.C. Segar",Paramount Pictures,"Robin Williams, Shelley Duvall, Ray Walston, Paul Dooley, Paul L. Smith, Richard Libertini, Donald Moffat, MacIntyre Dixon, Roberta Maxwell, Donovan Scott, Allan F. Nicholls, Wesley Ivan Hurt, Bill Irwin, Robert Fortier, David McCharen",The adventures of the famous sailor man and his friends in the seaside town of Sweethaven.,209,69
tt0086969,Birdy,1984,1985-05-23,"Drama, War",120,USA,English,12000000,1455045,1455045,7.3,21084,Alan Parker,"William Wharton, Sandy Kroopf",A&M Films,"Matthew Modine, Nicolas Cage, John Harkins, Sandy Baron, Karen Young, Bruno Kirby, Nancy Fish, George Buck, Dolores Sage, Pat Ryan, James Santini, Maud Winchester, Marshall Bell, Elizabeth Whitcraft, Sandra Beall",After two friends return home from the Vietnam War one becomes mentally unstable and obsesses with becoming a bird.,69,41
tt0069097,"Play It Again, Sam",1972,1973-01-20,"Comedy, Romance",85,USA,"English, Italian",NA,15413,NA,7.6,24183,Herbert Ross,"Woody Allen, Woody Allen",Paramount Pictures,"Woody Allen, Diane Keaton, Tony Roberts, Jerry Lacy, Susan Anspach, Jennifer Salt, Joy Bang, Viva, Susanne Zenor, Diana Davila, Mari Fletcher, Michael Greene, Ted Markland",A neurotic film critic obsessed with the movie,93,57
tt1244658,Burning Bright,2010,2012-05-02,"Drama, Horror, Thriller",86,USA,English,NA,58147,NA,5.9,6471,Carlos Brooks,"Christine Coyle Johnson, Julie Prendiville Roux",Lionsgate,"Garret Dillahunt, Briana Evigan, Charlie Tahan, Peggy Sheffield, Mary Rachel Quinn, Tom Nowicki, Katie, Schicka, Kismet",A thriller centered on a young woman and her autistic little brother who are trapped in a house with a ravenous tiger during a hurricane.,43,57
tt0468489,Half Nelson,2006,2006-09-22,Drama,106,USA,English,700000,4660481,2697938,7.2,83310,Ryan Fleck,"Ryan Fleck, Anna Boden",Hunting Lane Films,"Ryan Gosling, Jeff Lima, Shareeka Epps, Nathan Corbett, Tyra Kwao-Vovo, Rosemary Ledee, Tristan Mack Wilds, Bryce Silver, Kaela C. Pabon, Erica Rivera, Stephanie Bast, Eleanor Hutchins, Sebastian Sozzi, Tina Holmes, Karen Chilton",An inner-city junior high school teacher with a drug habit forms an unlikely friendship with one of his students after she discovers his secret.,209,210
tt0019379,Show People,1928,1930-04-14,"Comedy, Romance",83,USA,NA,NA,NA,1100000,7.6,3458,King Vidor,"Agnes Christine Johnston, Laurence Stallings",Metro-Goldwyn-Mayer (MGM),"Marion Davies, William Haines, Dell Henderson, Paul Ralli, Tenen Holtz, Harry Gribbon, Sidney Bracey, Polly Moran, Albert Conti",A young lady from Georgia goes to Hollywood in the hopes of becoming an actress.,37,15
tt0053849,The Gallant Hours,1960,1960-06-13,"Biography, Drama, War",115,USA,"English, Japanese",NA,NA,NA,7.1,1353,Robert Montgomery,"Beirne Lay Jr., Frank D. Gilroy",Cagney-Montgomery Production,"James Cagney, Dennis Weaver, Ward Costello, Vaughn Taylor, Richard Jaeckel, Les Tremayne, Walter Sande, Karl Swenson, Leon Lontoc, Robert Burton, Carleton Young, Raymond Bailey, Harry Landers, Richard Carlyle, James Yagi","A semi-documentary dramatization of five weeks in the life of Vice Admiral William F. ""Bull"" Halsey, Jr., from his assignment to command the U.S. naval operations in the South Pacific to the Allied victory at Guadalcanal.",45,9
tt0087805,Ninja III: The Domination,1984,1984-09-14,"Action, Fantasy, Thriller",92,USA,English,NA,7610785,7610785,5.4,3835,Sam Firstenberg,James R. Silke,Golan-Globus Productions,"Shô Kosugi, Lucinda Dickey, Jordan Bennett, David Chung, Dale Ishimoto, James Hong, Bob Craig, Pamela Ness, Roy Padilla, Moe Mosley, John LaMotta, Ron Foster, Steven Lambert, Earl W. Smith, Carver Barnes","An evil ninja attempts to avenge his death from beyond the grave, by possessing an innocent woman's body.",53,82
tt1489887,Booksmart,2019,2019-08-21,Comedy,102,USA,"English, Mandarin, Spanish",6000000,24863452,22680962,7.2,84858,Olivia Wilde,"Emily Halpern, Sarah Haskins",Annapurna Pictures,"Kaitlyn Dever, Beanie Feldstein, Jessica Williams, Jason Sudeikis, Lisa Kudrow, Will Forte, Victoria Ruesga, Mason Gooding, Skyler Gisondo, Diana Silvers, Molly Gordon, Billie Lourd, Eduardo Franco, Nico Hiraga, Austin Crute","On the eve of their high school graduation, two academic superstars and best friends realize they should have worked less and played more. Determined not to fall short of their peers, the girls try to cram four years of fun into one night.",788,263
tt2310109,Small Time,2014,2014-04-18,Drama,104,USA,English,NA,NA,NA,6,1276,Joel Surnow,Joel Surnow,Asylum Entertainment,"Christopher Meloni, Devon Bostick, Dean Norris, Bridget Moynahan, Xander Berkeley, Ashley Jensen, Garcelle Beauvais, Amaury Nolasco, Ken Davitian, Gregory Itzin, Kevin Nealon, Andrew James Allen, Misty Monroe, Barbara Gruen, Fidel Gomez",A young guy decides to skip college in favor of joining his father on the lot of his used-car business.,9,16
tt0091165,Hamburger: The Motion Picture,1986,1986-01-31,Comedy,90,USA,English,NA,NA,NA,5,1688,Mike Marvin,Donald Ross,Busterburger Limited Partnership.,"Leigh McCloskey, Dick Butkus, Randi Brooks, Chuck McCann, Jack Blessing, Charles Tyner, Debra Blee, Sandy Hackett, John William Young, Chip McAllister, Barbara Whinnery, Maria Richwine, Karen Mayo-Chandler, Robert Hogan, Lillian Garrett","Russell Proco has been expelled from several schools for lewd, crude and nude conduct. Busterburger University is his last chance for an education and pleasing his disappointed parents.",34,16
tt3824458,Tangerine,2015,2015-07-10,"Comedy, Crime, Drama",88,USA,"English, Armenian",100000,828874,702354,7.1,26285,Sean Baker,"Sean Baker, Chris Bergoch",Duplass Brothers Productions,"Kitana Kiki Rodriguez, Mya Taylor, Karren Karagulian, Mickey O'Hagan, James Ransone, Alla Tumanian, Luiza Nersisyan, Arsen Grigoryan, Ian Edwards, Clu Gulager, Ana Foxx, Scott Krinsky, Chelcie Lynn, Shih-Ching Tsou, Josh Sussman",A hooker tears through Tinseltown on Christmas Eve searching for the pimp who broke her heart.,98,207
tt0072725,Boss Nigger,1974,1975-08-18,"Comedy, Western",87,USA,English,NA,NA,NA,6.6,2189,Jack Arnold,Fred Williamson,3P Productions,"Fred Williamson, D'Urville Martin, William Smith, R.G. Armstrong, Don 'Red' Barry, Barbara Leigh, Carmen Hayward, Carmen Zapata, Ben Zeller, Sonny Robbins, Don Hayes, Jonathan Bahnks, Sonny Cooper, Phil Mead, Harry Luck","Two black bounty hunters ride into a small town out West in pursuit of an outlaw. They discover that the town has no sheriff, and soon take over that position, much against the will of the ...",25,36
tt0151804,Office Space,1999,1999-07-30,Comedy,89,USA,English,10000000,10827810,10827810,7.7,237708,Mike Judge,"Mike Judge, Mike Judge",Twentieth Century Fox,"Ron Livingston, Jennifer Aniston, David Herman, Ajay Naidu, Diedrich Bader, Stephen Root, Gary Cole, Richard Riehle, Alexandra Wentworth, Joe Bays, John C. McGinley, Paul Willson, Kinna McInroe, Todd Duffey, Greg Pitts",Three company workers who hate their jobs decide to rebel against their greedy boss.,658,126
tt1822302,Sassy Pants,2012,2012-10-26,"Comedy, Drama",88,USA,English,NA,NA,NA,6.2,1654,Coley Sohn,Coley Sohn,Ministry of Content,"Anna Gunn, Ashley Rickards, Martin Spanjers, Drew Droege, Rene Rosado, Carlos Pratts, Jenny O'Hara, Diedrich Bader, Maynor Alvarado, Soledad St. Hilaire, Sabrena No'mani, Angie Teodora Dick, M.D. Walton, Haley Joel Osment, Shanna Collins","Desperate to get out from under her overprotective mother, a home-schooled teen runs off to live with her dad, and forms a bond with his much-younger boyfriend.",6,6
tt2273657,True Story,2015,2015-04-17,"Crime, Drama, Mystery",99,USA,"English, Ibo",NA,5261595,4719695,6.3,61759,Rupert Goold,"Rupert Goold, David Kajganich",Regency Enterprises,"Jonah Hill, James Franco, Felicity Jones, Maria Dizzia, Ethan Suplee, Conor Kikot, Charlotte Driscoll, Stella Rae Payne, Robert John Burke, Byron Jennings, Gretchen Mol, Betty Gilpin, Seth Barrish, Robert Stanton, Michael Countryman",When disgraced New York Times reporter Michael Finkel meets accused killer Christian Longo - who has taken on Finkel's identity - his investigation morphs into a game of cat-and-mouse.,149,179
tt0037884,The Lost Weekend,1945,1947-01-26,"Drama, Film-Noir",101,USA,English,1250000,NA,NA,7.9,32799,Billy Wilder,"Charles R. Jackson, Charles Brackett",Paramount Pictures,"Ray Milland, Jane Wyman, Phillip Terry, Howard Da Silva, Doris Dowling, Frank Faylen, Mary Young, Anita Sharp-Bolster, Lilian Fontaine, Frank Orth, Lewis L. Russell",The desperate life of a chronic alcoholic is followed through a four-day drinking bout.,164,116
tt0071627,The House of Seven Corpses,1974,1974-02-01,Horror,88,USA,English,NA,NA,NA,4.2,1182,Paul Harrison,"Paul Harrison, Thomas J. Kelly",Television Corporation of America,"John Ireland, Faith Domergue, John Carradine, Carole Wells, Charles Macaulay, Jerry Strickler, Ron Foreman, Dennis Record, Marty Hornstein, Charles Bail, Lucy Doheny, Jo Anne Mower, Ronald Víctor García, Jeff Alexander, Wells Bond","A director is filming on location in a house where seven murders were committed. The caretaker warns them not to mess with things they do not understand (the murders were occult related), ...",40,47
tt0041327,"East Side, West Side",1949,1950-07-21,"Drama, Romance",108,USA,English,1754000,NA,NA,6.9,1812,Mervyn LeRoy,"Isobel Lennart, Marcia Davenport",Metro-Goldwyn-Mayer (MGM),"Barbara Stanwyck, James Mason, Van Heflin, Ava Gardner, Cyd Charisse, Nancy Reagan, Gale Sondergaard, William Conrad, Raymond Greenleaf, Douglas Kennedy, Beverly Michaels, William Frawley, Lisa Golm, Tom Powers, Jane Howard","A vain businessman puts strains on his happy marriage to a rich, beautiful socialite by allowing himself be be seduced by a former girlfriend.",41,12
tt0053917,Home from the Hill,1960,1960-10-07,"Drama, Romance",150,USA,English,1818688,NA,NA,7.4,2895,Vincente Minnelli,"Harriet Frank Jr., Irving Ravetch",Sol C. Siegel Productions,"Robert Mitchum, Eleanor Parker, George Peppard, George Hamilton, Everett Sloane, Luana Patten, Anne Seymour, Constance Ford, Ken Renard, Ray Teal",Dramatic story of the influential Hunnicutt family set in Texas during the late 1950s.,46,19
tt0021079,Little Caesar,1931,1963-08-02,"Action, Crime, Drama",79,USA,English,NA,NA,NA,7.3,11746,Mervyn LeRoy,"W.R. Burnett, Francis Edward Faragoh",First National Pictures,"Edward G. Robinson, Douglas Fairbanks Jr., Glenda Farrell, William Collier Jr., Sidney Blackmer, Ralph Ince, Thomas E. Jackson, Stanley Fields, Maurice Black, George E. Stone, Armand Kaliz, Nicholas Bela",A small-time criminal moves to a big city to seek bigger fortune.,102,71
tt7158430,Hearts Beat Loud,2018,2018-06-15,"Comedy, Drama, Music",97,USA,English,NA,2417165,2386251,6.9,9320,Brett Haley,"Brett Haley, Marc Basch",Burn Later Productions,"Nick Offerman, Kiersey Clemons, Blythe Danner, Toni Collette, Sasha Lane, Ted Danson, Jesse Patch, Alex Reznik, Rafael Poueriet, Linda Lee McBride, Quincy Dunn-Baker, Kim Ramirez, Will Rogers, Jeff Tweedy, Michael Abbott Jr.",A father and daughter form an unlikely songwriting duo in the summer before she leaves for college.,63,92
tt0041855,The Secret Garden,1949,1949-07-22,"Drama, Family",92,USA,English,NA,NA,NA,7.5,2523,Fred M. Wilcox,"Robert Ardrey, Frances Hodgson Burnett",Metro-Goldwyn-Mayer (MGM),"Margaret O'Brien, Herbert Marshall, Dean Stockwell, Gladys Cooper, Elsa Lanchester, Brian Roper, Reginald Owen, Aubrey Mather, George Zucco, Lowell Gilmore, Billy Bevan, Dennis Hoey, Matthew Boulton, Isobel Elsom, Norma Varden","A girl is sent to live with her uncle on his estate when her parents die. There she discovers much intrigue, family history and secrets and personal baggage. In particular, a screaming child and...a secret garden.",46,14
tt0026983,She,1935,1935-07-12,"Adventure, Fantasy, Romance",101,USA,English,NA,NA,NA,6.5,1446,"Lansing C. Holden, Irving Pichel","Ruth Rose, Dudley Nichols",Merican C. Cooper Productions,"Helen Gahagan, Randolph Scott, Helen Mack, Nigel Bruce","Leo Vincey, told by his dying uncle of a lost land visited 500 years ago by his ancestor, heads out with family friend Horace Holly to try to discover the land and its secret of immortality...",42,28
tt0120791,Practical Magic,1998,1999-01-22,"Comedy, Drama, Fantasy",104,USA,English,75000000,46732881,46732881,6.3,70397,Griffin Dunne,"Alice Hoffman, Robin Swicord",DiNovi Pictures,"Sandra Bullock, Nicole Kidman, Stockard Channing, Dianne Wiest, Goran Visnjic, Aidan Quinn, Evan Rachel Wood, Alexandra Artrip, Mark Feuerstein, Caprice Benedetti, Annabella Price, Camilla Belle, Lora Anne Criswell, Margo Martindale, Chloe Webb","Two witch sisters, raised by their eccentric aunts in a small town, face closed-minded prejudice and a curse which threatens to prevent them ever finding lasting love.",282,100
tt1365483,Main Street,2010,2012-07-26,Drama,92,USA,English,10000000,26011,2560,4.7,2505,John Doyle,Horton Foote,1984 Private Defense Contractors,"Colin Firth, Ellen Burstyn, Patricia Clarkson, Orlando Bloom, Amber Tamblyn, Margo Martindale, Andrew McCarthy, Victoria Clark, Isiah Whitlock Jr., Tom Wopat, Viktor Hernandez, Juan Piedrahita, Thomas Upchurch, Reid Dalton, Amy da Luz",Several residents of a small Southern city whose lives are changed by the arrival of a stranger with a controversial plan to save their decaying hometown. In the midst of today's ...,31,17
tt0107050,Grumpy Old Men,1993,1993-12-25,"Comedy, Drama, Romance",103,USA,English,NA,70172621,70172621,7,42142,Donald Petrie,Mark Steven Johnson,John Davis,"Jack Lemmon, Walter Matthau, Ann-Margret, Burgess Meredith, Daryl Hannah, Kevin Pollak, Ossie Davis, Buck Henry, Christopher McDonald, Steve Cochran, Joe Howard, Isabell O'Connor, Buffy Sedlachek, John Carroll Lynch, Charles Brin",A lifelong feud between two neighbors since childhood only gets worse when a new female neighbor moves across the street.,103,43
tt0364725,Dodgeball: A True Underdog Story,2004,2004-11-05,"Comedy, Sport",92,USA,"English, German",20000000,168423227,114326736,6.7,225525,Rawson Marshall Thurber,Rawson Marshall Thurber,Twentieth Century Fox,"Vince Vaughn, Christine Taylor, Ben Stiller, Rip Torn, Justin Long, Stephen Root, Joel David Moore, Chris Williams, Alan Tudyk, Missi Pyle, Jamal Duff, Gary Cole, Jason Bateman, Hank Azaria, Al Kaplon",A group of misfits enter a Las Vegas dodgeball tournament in order to save their cherished local gym from the onslaught of a corporate health fitness chain.,409,146
tt0031679,Mr. Smith Goes to Washington,1939,1947-04-05,"Comedy, Drama",129,USA,English,1900000,144738,144738,8.1,104547,Frank Capra,"Sidney Buchman, Lewis R. Foster",Columbia Pictures,"Jean Arthur, James Stewart, Claude Rains, Edward Arnold, Guy Kibbee, Thomas Mitchell, Eugene Pallette, Beulah Bondi, H.B. Warner, Harry Carey, Astrid Allwyn, Ruth Donnelly, Grant Mitchell, Porter Hall, H.V. Kaltenborn","A naive man is appointed to fill a vacancy in the United States Senate. His plans promptly collide with political corruption, but he doesn't back down.",296,88
tt0102059,Hot Shots!,1991,1991-09-01,"Action, Comedy",84,USA,English,26000000,181096164,69467617,6.8,97436,Jim Abrahams,"Jim Abrahams, Pat Proft",Twentieth Century Fox,"Charlie Sheen, Cary Elwes, Valeria Golino, Lloyd Bridges, Kevin Dunn, Jon Cryer, William O'Leary, Kristy Swanson, Efrem Zimbalist Jr., Bill Irwin, Heidi Swedberg, Bruce A. Young, Ryan Stiles, Rino Thunder, Mark Arnott",A parody of,108,48
tt4513074,Emeryville,2016,2016-08-20,"Drama, Horror, Mystery",83,USA,English,1000000,NA,NA,5.1,2656,Pritesh Chheda,Pritesh Chheda,Chheda Films,"Don Daro, Deborah Abbott, Tess Cline, Brett Brock, Nardeep Khurmi, Rebecca Chulew, Shayla Bagir, Mark Reininga, Eric Reinholt, Jacob Bitzer, Pritesh Chheda, David Sturgeon, J. Grace Pennington, Dan Eggleston, D.J. Morrison","When their car crashes, 4 college kids seek help in Emeryville - a dilapidated village. New comers discover that place was once a ground for clinical experiments gone awry and plot an escape. They find themselves hunted by crazies.",38,4
tt0410377,Nim's Island,2008,2008-04-11,"Adventure, Family, Fantasy",96,USA,English,37000000,100104565,48006762,6,32945,"Jennifer Flackett, Mark Levin","Joseph Kwong, Paula Mazur",Walden Media,"Abigail Breslin, Jodie Foster, Gerard Butler, Michael Carman, Mark Brady, Anthony Simcoe, Christopher James Baker, Maddison Joyce, Peter Callan, Rhonda Doyle, Russell Butler, Colin Gibson, Bryan Probets, Andrew Nason, Dorothy Thorsen",A young girl inhabits an isolated island with her scientist father and communicates with a reclusive author of the novel she's reading.,116,142
tt0091790,Pretty in Pink,1986,1986-09-11,"Comedy, Drama, Romance",97,USA,English,9000000,40471663,40471663,6.8,72868,Howard Deutch,John Hughes,Paramount Pictures,"Molly Ringwald, Harry Dean Stanton, Jon Cryer, Annie Potts, James Spader, Andrew McCarthy, Jim Haynie, Alexa Kenin, Kate Vernon, Andrew Dice Clay, Emily Longstreth, Margaret Colin, Jamie Anders, Gina Gershon, Bader Howar",A poor girl must choose between the affections of dating her childhood sweetheart or a rich but sensitive playboy.,179,86
tt0039998,The Wistful Widow of Wagon Gap,1947,1947-10-08,"Action, Comedy, Family",78,USA,English,720000,NA,NA,6.8,1013,Charles Barton,"Robert Lees, Frederic I. Rinaldo",Universal International Pictures (UI),"Bud Abbott, Lou Costello, Marjorie Main, Audrey Young, George Cleveland, Gordon Jones, William Ching, Peter M. Thompson, Bill Clauson, Billy O'Leary, Pamela Wells, Jimmy Bates, Paul Dunn, Diane Florentine, Rex Lease",Chester Wooley (,15,6
tt0100791,To Sleep with Anger,1990,1990-10-12,Drama,102,USA,English,NA,1161135,1161135,7.3,1774,Charles Burnett,Charles Burnett,SVS Films,"Paul Butler, DeVaughn Nixon, Mary Alice, Reina King, Cory Curtis, Richard Brooks, Sheryl Lee Ralph, Carl Lumbly, Vonetta McGee, Paula Bellamy, Danny Glover, Wonderful Smith, Ethel Ayler, DeForest Covan, Sy Richardson","A charismatic old acquaintance drifts into town, stirring up trouble for a mild-mannered family.",11,34
tt0051432,The Brain Eaters,1958,1958-09-01,"Sci-Fi, Horror",61,USA,English,30000,NA,NA,4.3,1157,Bruno VeSota,Gordon Urquhart,Corinthian Productions,"Ed Nelson, Alan Jay Factor, Cornelius Keefe, Joanna Lee, Jody Fair, David Hughes, Robert Ball, Greigh Phillips, Orville Sherman, Leonard Nimoy, Doug Banks, Henry Randolph, Saul Bronson",The inhabitants of a small Illinois town begin disappearing after a strange cone is found sticking out of the ground nearby.,34,33
tt0036641,Between Two Worlds,1944,1944-05-20,"Mystery, Drama, Fantasy",112,USA,English,NA,NA,NA,7.2,1717,Edward A. Blatt,"Daniel Fuchs, Sutton Vane",Warner Bros.,"John Garfield, Paul Henreid, Sydney Greenstreet, Eleanor Parker, Edmund Gwenn, George Tobias, George Coulouris, Faye Emerson, Sara Allgood, Dennis King, Isobel Elsom, Gilbert Emery","Passengers on an ocean liner can't recall how they got on board or where they are going yet, oddly enough, it soon becomes apparent that they all have something in common.",67,10
tt0188863,Love Stinks,1999,1999-09-10,Comedy,94,USA,English,4000000,2924635,2924635,5.8,4878,Jeff Franklin,Jeff Franklin,Baumgarten-Prophet Entertainment,"French Stewart, Bridgette Wilson-Sampras, Bill Bellamy, Tyra Banks, Steve Hytner, Jason Bateman, Tiffani Thiessen, Ellis Williams, Boogie Knights, Ivana Milicevic, Montrose Hagins, Renata Scott, Warren Littlefield, Lisa Amsterdam, Tom Gammill","Seth Winnick has it all: a successful career in television, good friends, and a passionate relationship with beautiful Chelsea. However, when he fails to make a timely marriage proposal, Chelsea tries to make his life hell.",87,44
tt0063800,Where Angels Go Trouble Follows!,1968,1968-12-27,Comedy,94,USA,English,NA,NA,NA,6.4,1337,James Neilson,"Blanche Hanalis, Jane Trahey",Columbia Pictures,"Rosalind Russell, Stella Stevens, Binnie Barnes, Mary Wickes, Dolores Sutton, Milton Berle, Arthur Godfrey, Van Johnson, Robert Taylor, Susan Saint James, Barbara Hunter, Alice Rawlings, Hilarie Thompson, Devon Douglas, Ellen Moss",An old-line Mother Superior is challenged by a modern young nun when they take the girls of St. Francis Academy on a bus trip across the U.S.A.,39,3
tt6046314,Bel Canto,2018,2018-09-14,"Drama, Music, Romance",100,USA,"English, Spanish, French, Japanese",NA,355333,125569,5.4,2684,Paul Weitz,"Paul Weitz, Anthony Weintraub",Priority Pictures,"Julianne Moore, Ken Watanabe, Sebastian Koch, Ryô Kase, Tenoch Huerta, Noé Hernández, Johnny Ortiz, María Mercedes Coroy, Ethan Vincent, Gabo Augustine, Carmen Zilles, Eddie Martinez, Christopher Lambert, Olek Krupa, Bobby Daniel Rodriguez",A world-renowned opera singer becomes trapped in a hostage situation when she's invited to perform for a wealthy industrialist in South America.,42,59
tt7461200,The Oath,2018,2018-10-19,"Comedy, Thriller",93,USA,English,NA,401463,401463,5.4,3882,Ike Barinholtz,Ike Barinholtz,Aperture Media Productions,"Ike Barinholtz, Tiffany Haddish, Nora Dunn, Chris Ellis, Jon Barinholtz, Meredith Hagner, Carrie Brownstein, Jay Duplass, Billy Magnussen, John Cho, Priah Ferguson, Henry Kaufman, Max Greenfield, Jon Lovett, Brian Guest","In a politically divided America, a man struggles to make it through the Thanksgiving holiday without destroying his family.",111,38
tt4670016,Wolves at the Door,2016,2017-04-18,"Horror, Thriller",73,USA,English,NA,NA,NA,4.5,3258,John R. Leonetti,Gary Dauberman,New Line Cinema,"Katie Cassidy, Elizabeth Henstridge, Adam Campbell, Miles Fisher, Chris Mulkey, Jane Kaczmarek, Spencer Daniels, Lucas Adams, Eric Ladin, Arlen Escarpeta",Four friends are murdered in their home for no reason by four members of the Manson Family.,44,27
tt0028708,Charlie Chan at the Olympics,1937,1937-05-21,"Comedy, Crime, Mystery",71,USA,English,NA,NA,NA,7.2,1508,H. Bruce Humberstone,"Robert Ellis, Helen Logan",Twentieth Century Fox,"Warner Oland, Katherine DeMille, Pauline Moore, Allan Lane, Keye Luke, C. Henry Gordon, John Eldredge, Layne Tom Jr., Jonathan Hale, Morgan Wallace, Frederick Vogeding, Andrew Tombes, Howard Hickman","When a strategically important new aerial guidance system is stolen, Charlie traces it to the Berlin Olympics, where he has to battle spies and enemy agents to retrieve it.",30,14
