id_filme,titulo,ano,data_lancamento,generos,duracao,pais,idioma,orcamento,receita,receita_eua,nota_imdb,num_avaliacoes,direcao,roteiro,producao,elenco,descricao,num_criticas_publico,num_criticas_critica
tt0092699,Broadcast News,1987,1988-04-01,"Comedy, Drama, Romance",133,USA,"English, Spanish, French, German",20000000,67331309,51249404,7.2,26257,James L. Brooks,James L. Brooks,Amercent Films,"William Hurt, Albert Brooks, Holly Hunter, Robert Prosky, Lois Chiles, Joan Cusack, Peter Hackes, Christian Clemenson, Jack Nicholson, Robert Katims, Ed Wheeler, Stephen Mendillo, Kimber Shoop, Dwayne Markee, Gennie James","Take two rival television reporters: one handsome, one talented, both male. Add one Producer, female. Mix well, and watch the sparks fly.",142,62
tt0037931,"Murder, He Says",1945,1945-06-23,"Comedy, Crime, Mystery",91,USA,English,NA,NA,NA,7.1,1639,George Marshall,"Lou Breslow, Jack Moffitt",Paramount Pictures,"Fred MacMurray, Helen Walker, Marjorie Main, Jean Heather, Porter Hall, Peter Whitney, Mabel Paige, Barbara Pepper","A pollster stumbles on a family of murderous hillbillies, and joins in their search for hidden treasure.",35,10
tt0183505,"Me, Myself & Irene",2000,2000-09-08,Comedy,116,USA,"English, German",51000000,149270999,90570999,6.6,219069,"Bobby Farrelly, Peter Farrelly","Peter Farrelly, Mike Cerrone",Twentieth Century Fox,"Jim Carrey, Renée Zellweger, Anthony Anderson, Mongo Brownlee, Jerod Mixon, Chris Cooper, Michael Bowman, Richard Jenkins, Robert Forster, Mike Cerrone, Rob Moran, Daniel Greene, Tony Cox, Andrew Phillips, Jeremy Maleek Leggett",A nice-guy cop with Dissociative Identity Disorder must protect a woman on the run from a corrupt ex-boyfriend and his associates.,502,161
tt0033945,Never Give a Sucker an Even Break,1941,1947-05-02,"Comedy, Musical",71,USA,English,NA,NA,NA,7.2,2108,Edward F. Cline,"John T. Neville, Prescott Chaplin",Universal Pictures,"W.C. Fields, Gloria Jean, Leon Errol, Billy Lenhart, Kenneth Brown, Margaret Dumont, Susan Miller, Franklin Pangborn, Mona Barrie, Charles Lang, Anne Nagel, Nell O'Day, Irving Bacon, Jody Gilbert, Minerva Urecal","A filmmaker attempts to sell a surreal script he has written, which comes to life as he pitches it.",35,18
tt0372122,Adam & Steve,2005,2007-05-17,"Comedy, Drama, Music",99,USA,English,NA,309404,309404,5.9,2953,Craig Chester,Craig Chester,Funny Boy Films,"Malcolm Gets, Cary Curran, Craig Chester, Parker Posey, Noah Segan, Sally Kirkland, Jackie Beat, Mario Diaz, Lisa Frederickson, Sandy Martin, Michael Panes, Jennifer Echols, Jack Guzman, Chris Kattan, Maxine Prescott",Follows two New York city couples -- one heterosexual and one gay who explore the peaks and the valleys of their respective relationships.,48,15
tt3703836,Henry Gamble's Birthday Party,2015,2016-01-08,Drama,87,USA,English,NA,NA,NA,6.1,2364,Stephen Cone,Stephen Cone,Chicago Media Project,"Cole Doman, Joe Keery, Elizabeth Laidlaw, Pat Healy, Nina Ganet, Daniel Kyri, Jack Ball, Travis A. Knight, Kelly O'Sullivan, Melanie Neilan, Grace Melon, Spencer Curnutt, Mia Hulen, Zoe Tyson, Francis Guinan",Preacher's kid Henry Gamble is turning 17 today. Bring your swimsuit.,26,14
tt0093640,No Way Out,1987,1987-12-11,"Action, Crime, Drama",114,USA,"English, Russian",15000000,35509515,35509515,7.1,34513,Roger Donaldson,"Kenneth Fearing, Robert Garland",Orion Pictures,"Kevin Costner, Gene Hackman, Sean Young, Will Patton, Howard Duff, George Dzundza, Jason Bernard, Iman, Fred Thompson, Leon Russom, Dennis Burkley, Marshall Bell, Chris D., Michael Shillo, Nicholas Worth",A coverup and witchhunt occur after a politician accidentally kills his mistress.,125,72
tt0494652,"Welcome Home, Roscoe Jenkins",2008,2008-02-08,"Comedy, Romance",104,USA,English,35000000,43655418,42436517,5.5,13315,Malcolm D. Lee,Malcolm D. Lee,Universal Pictures,"Martin Lawrence, James Earl Jones, Margaret Avery, Joy Bryant, Cedric the Entertainer, Nicole Ari Parker, Michael Clarke Duncan, Mike Epps, Mo'Nique, Damani Roberts, Brooke Lyons, Liz Mikel, Carol Sutton, Deetta West, Louis C.K.","Dr. RJ Stevens is a talk show host who visits his family in the deep south. While there he reunites with his brother Otis, his sister Betty, his cousin/rival Clyde and his childhood love interest Lucinda Allen.",45,74
tt0094006,Some Kind of Wonderful,1987,1988-01-13,"Drama, Romance",95,USA,English,NA,18553948,18553948,7.1,27065,Howard Deutch,John Hughes,Hughes Entertainment,"Eric Stoltz, Mary Stuart Masterson, Lea Thompson, Craig Sheffer, John Ashton, Elias Koteas, Molly Hagan, Maddie Corman, Jane Elliot, Candace Cameron Bure, Chynna Phillips, Scott Coffey, Carmine Caridi, Lee Garlington, Laura Leigh Hughes","When Keith goes out with Amanda, the girl of his dreams, Amanda's ex-boyfriend plans to get back at Keith. Meanwhile, Keith's best friend, tomboy Watts, realizes she has feelings for Keith.",145,55
tt1142798,The Family That Preys,2008,2008-09-12,Drama,111,USA,English,NA,37105289,37105289,5.7,6703,Tyler Perry,Tyler Perry,Louisiana Producers Film Source,"Alfre Woodard, Sanaa Lathan, Rockmond Dunbar, KaDee Strickland, Cole Hauser, Taraji P. Henson, Robin Givens, Tyler Perry, Kathy Bates, Sebastian Siegel, Santana Pruitt, Kaira Akita, Ron Clinton Smith, Jeffrey Alan Chase, Johnell J. Easter",Two families from different walks of life learn to work together.,52,29
tt0094761,The Blob,1988,1989-06-15,"Horror, Sci-Fi, Thriller",95,USA,English,19000000,8247943,8247943,6.5,30974,Chuck Russell,"Theodore Simonson, Kay Linaker",TriStar Pictures,"Kevin Dillon, Shawnee Smith, Donovan Leitch Jr., Jeffrey DeMunn, Candy Clark, Joe Seneca, Del Close, Paul McCrane, Sharon Spelman, Beau Billingslea, Art LaFleur, Ricky Paull Goldin, Robert Axelrod, Bill Moseley, Frank Collison","A deadly entity from space crashes near a small town and starts to consume anyone in its path. Panic ensues, as shady government scientists try to contain the horrific creature.",179,121
tt0110668,Night of the Running Man,1995,1995-02-04,"Action, Crime, Thriller",93,USA,English,NA,NA,NA,5.9,1314,Mark L. Lester,"Lee Wells, Lee Wells",American World Pictures (AWP),"Andrew McCarthy, Alex Zonn, Matthew Laurance, Carl Ciarfalio, Antony Ponzini, Jeanna Michaels, Scott Glenn, Kathrin Middleton, Peter Iacangelo, Mayf Nutter, Don Stark, Damon Carr, Kim Lankford, Frank Novak, Terri Hawkes","A Las Vegas cab driver discovers a stolen million dollars, and is tracked by a relentless and cold-blooded assassin sent to retrieve the money.",25,12
tt0035784,Dead Men Walk,1943,1943-04-12,"Drama, Horror, Mystery",64,USA,English,NA,NA,NA,4.7,1240,Sam Newfield,Fred Myton,Sigmund Neufeld Productions,"George Zucco, Mary Carlisle, Nedrick Young, Dwight Frye, Fern Emmett, Robert Strange, Hal Price, Sam Flint","The twin of a kindly small-town physician returns from the grave for vengeance against his brother, who secretly killed him because the twin served Satan.",56,31
tt0025101,Fashions of 1934,1934,1934-02-14,"Comedy, Drama, Musical",78,USA,"English, French",NA,NA,NA,6.8,1306,William Dieterle,"F. Hugh Herbert, Carl Erickson",First National Pictures,"William Powell, Bette Davis, Frank McHugh, Hugh Herbert, Verree Teasdale, Reginald Owen, Henry O'Neill, Phillip Reed, Gordon Westcott, Dorothy Burgess, Etienne Girardot, William Burgess, Nella Walker, Spencer Charters, George Humbert","When the Manhattan investment firm of Sherwood Nash goes broke, he joins forces with his partner Snap and fashion designer Lynn Mason to provide discount shops with cheap copies of Paris couture dresses.",27,11
tt0082009,American Pop,1981,1981-02-13,"Animation, Drama, History",96,USA,"English, Hebrew, Russian, Yiddish",1500000,NA,NA,7.3,4212,Ralph Bakshi,Ronni Kern,Bakshi Productions,"Ron Thompson, Mews Small, Jerry Holland, Lisa Jane Persky, Jeffrey Lippa, Roz Kelly, Frank DeKova, Rick Singer, Elsa Raven, Ben Frommer, Amy Levitt, Leonard Stone, Eric Taslitz, Gene Borkan, Richard Moll",The story of four generations of a Russian Jewish immigrant family of musicians whose careers parallel the history of American popular music in the 20th century.,71,45
tt0049474,The Man in the Gray Flannel Suit,1956,1956-05-08,"Drama, Romance, War",153,USA,"English, Italian, German",2670000,NA,NA,7.1,3207,Nunnally Johnson,"Nunnally Johnson, Sloan Wilson",Twentieth Century Fox,"Gregory Peck, Jennifer Jones, Fredric March, Marisa Pavan, Lee J. Cobb, Ann Harding, Keenan Wynn, Gene Lockhart, Gigi Perreau, Portland Mason, Arthur O'Connell, Henry Daniell, Connie Gilchrist, Joseph Sweeney, Sandy Descher",An ex-soldier faces ethical questions as he tries to earn enough to support his wife and children well.,73,24
tt0044533,Deadline - U.S.A.,1952,1952-09-04,"Crime, Drama, Film-Noir",87,USA,English,NA,5228,NA,7.2,2998,Richard Brooks,Richard Brooks,Twentieth Century Fox,"Humphrey Bogart, Ethel Barrymore, Kim Hunter, Ed Begley, Warren Stevens, Paul Stewart, Martin Gabel, Joe De Santis, Joyce Mackenzie, Audrey Christie, Fay Baker, Jim Backus","With his newspaper about to be sold, crusading editor Ed Hutcheson tries to complete an exposé on gangster Rienzi.",36,32
tt1488555,The Change-Up,2011,2011-12-09,"Comedy, Fantasy",112,USA,"English, Ukrainian",52000000,75450437,37081475,6.3,164052,David Dobkin,"Jon Lucas, Scott Moore",Universal Pictures,"Ryan Reynolds, Jason Bateman, Leslie Mann, Olivia Wilde, Alan Arkin, Mircea Monroe, Gregory Itzin, Ned Schmidtke, Ming Lo, Sydney Rouviere, Craig Bierko, Dax Griffin, Andrea Moore, Matthew Cornwell, Taaffe O'Connell","Dave is a married man with three kids and a loving wife, and Mitch is a single man who is at the prime of his sexual life. One fateful night while Mitch and Dave are peeing in a fountain, lightning strikes and they switch bodies.",174,220
tt3553442,Whiskey Tango Foxtrot,2016,2016-05-19,"Biography, Comedy, Drama",112,USA,"English, Pushto, Dari, French",35000000,24972139,23083334,6.6,48770,"Glenn Ficarra, John Requa","Robert Carlock, Kim Barker",Broadway Video,"Tina Fey, Margot Robbie, Martin Freeman, Alfred Molina, Christopher Abbott, Billy Bob Thornton, Nicholas Braun, Stephen Peacocke, Sheila Vand, Evan Jonigkeit, Fahim Anwar, Josh Charles, Cherry Jones, Scott Takeda, Eli Goodman",A journalist recounts her wartime coverage in Afghanistan.,138,186
tt0092850,Deadtime Stories,1986,1986-11-28,"Comedy, Horror",93,USA,English,NA,2750741,2750741,4.8,1647,Jeffrey Delman,"Jeffrey Delman, J. Edward Kiernan",Scary Stuff,"Scott Valentine, Nicole Picard, Matt Mitler, Cathryn de Prume, Melissa Leo, Kathy Fleig, Phyllis Craig, Michael Mesmer, Brian DePersia, Kevin Hannon, Timothy Rule, Anne Redfern, Casper Roos, Barbara Seldon, Leigh Kilton","A babysitting uncle tells his nephew three horror stories about killer witches, Little Red Riding Hood and a werewolf, and ""Goldi Lox"" and the three bears.",32,46
tt0069762,Badlands,1973,1977-03-05,"Action, Crime, Drama",94,USA,"English, Spanish",450000,54396,NA,7.8,63933,Terrence Malick,Terrence Malick,Warner Bros.,"Martin Sheen, Sissy Spacek, Warren Oates, Ramon Bieri, Alan Vint, Gary Littlejohn, John Carter, Bryan Montgomery, Gail Threlkeld, Charles Fitzpatrick, Howard Ragsdale, John Womack Jr., Dona Baldwin, Ben Bravo",An impressionable teenage girl from a dead-end town and her older greaser boyfriend embark on a killing spree in the South Dakota badlands.,234,140
tt1242423,Dear Lemon Lima,2009,2011-07-01,Comedy,87,USA,English,NA,NA,NA,6.5,1092,Suzi Yoonessi,Suzi Yoonessi,Sanguine Film,"Meaghan Martin, Shayne Topp, Melissa Leo, Beth Grant, Elaine Hendrix, Brian Bloch, Brian Goddard, Chase Wright Vanek, Michelle Pizzo, Savanah Wiltfong, Zane Huett, Eleanor Hutchins, Vanessa Marano, Maia Lee, Kari Nissena","Vanessa gets a dose of reality when Philip, her one true love, ends their relationship, again. The quirky teen enrolls in his school to win him back, but ends up making matters worse. ...",5,34
tt0089572,The Mean Season,1985,1985-02-15,"Crime, Thriller",103,USA,English,7000000,4349446,4349446,6.1,3601,Phillip Borsos,"John Katzenbach, Christopher Crowe",David Foster Productions,"Kurt Russell, Mariel Hemingway, Richard Jordan, Richard Masur, Richard Bradford, Joe Pantoliano, Andy Garcia, Rose Portillo, William Smith, John Palmer, Lee Sandman, Dan Fitzgerald, Cynthia Caquelin, Fred Ornstein, Fritz Bronner","A teenager's shot at the beach. Malcolm from The Miami Journal is sent there to cover the murder. He's called by the murderer and told, there'll be 4 more.",43,31
tt0804492,The Hottie & the Nottie,2008,2008-02-21,"Comedy, Romance",91,USA,English,NA,1596232,27696,1.9,35952,Tom Putnam,Heidi Ferrer,Purple Pictures,"Paris Hilton, Joel David Moore, Christine Lakin, Johann Urb, Adam Kulbersh, Greg Romero Wilson, Marianne Muellerleile, Kathryn Fiore, Scott Prendergast, Morgan Rusler, Ryan Alvarez, Erin Cardillo, Samantha Bailey, Jeremy Scott Johnson, Gino Anthony Pesi",A woman agrees to go on a date with a man only if he finds a suitor for her unattractive best friend.,120,77
tt0098188,Renegades,1989,1989-06-02,"Action, Crime, Drama",106,USA,English,NA,9015164,9015164,5.4,3133,Jack Sholder,David Rich,Morgan Creek Entertainment,"Kiefer Sutherland, Lou Diamond Phillips, Jami Gertz, Robert Knepper, Bill Smitrovich, Clark Johnson, Peter MacNeill, Floyd 'Red Crow' Westerman, Joseph Griffin, John Di Benedetto, Kyra Harper, Joseph Hieu, Dee McCafferty, Heidi von Palleske, Tom Butler",An undercover cop forms an alliance with a Native American to help him hunt down the criminals who stole an ancient Lakota tribal lance.,28,12
tt0109514,Curse of the Starving Class,1994,1995-05-05,Drama,102,USA,English,12577385,NA,NA,6,2387,J. Michael McClary,"Bruce Beresford, Sam Shepard",Trimark Pictures,"James Woods, Kathy Bates, Randy Quaid, Henry Thomas, Kristin Fiorella, Louis Gossett Jr., Jim Fitzpatrick, Joel Anderson, Lauren Abels, John Cannon Nichols, Jerry Biggs, David McDavid, Gary Mitchell Carter, Peyton E. Park, Del Roy","Sam Shepard's coming of age drama about a dirt-poor 1950's-era farm family. Dad's a foul talking drunk, and Mom is desperately trying to save what's left of their family life.",10,1
tt0046353,Split Second,1953,1953-05-02,"Crime, Drama, Film-Noir",85,USA,English,NA,NA,NA,6.9,1349,Dick Powell,"William Bowers, Irving Wallace",RKO Radio Pictures,"Stephen McNally, Alexis Smith, Jan Sterling, Keith Andes, Arthur Hunnicutt, Paul Kelly, Robert Paige, Richard Egan, Frank DeKova",Two escaped killers take hostages and hide in a Nevada mining ghost town knowing that an atom bomb is scheduled to be tested there the next morning.,39,13
tt0286855,Now You Know,2002,2002-12-13,"Comedy, Romance",102,USA,English,380000,NA,NA,6.6,1556,Jeff Anderson,Jeff Anderson,Aldana Properties,"Jeff Anderson, Suzette Andrea, Todd Babcock, Earl Boen, David Bosnak, Paget Brewster, Joel Brooks, Brooke Carpenter, Liz Dean, Kelly Mantle, Tony Denison, Debbe Dunning, Trevor Fehrman, Maile Flanagan, Anthony L. Fuller Jr.","On the eve of his bachelor party, a man learns his fiancee wants to call off the wedding. The unmarried couple returns to New Jersey to sort out their relationship.",71,11
tt0482461,Barry Munday,2010,2018,"Comedy, Drama, Romance",95,USA,English,NA,NA,NA,5.9,3951,Chris D'Arienzo,"Chris D'Arienzo, Frank Turner Hollon",Stick 'N' Stone Productions,"Patrick Wilson, Judy Greer, Chloë Sevigny, Jean Smart, Malcolm McDowell, Billy Dee Williams, Cybill Shepherd, Shea Whigham, Barret Swatek, Missi Pyle, Christopher McDonald, Trieu Tran, Razaaq Adoti, Matt Winston, Kyle Gass","Barry Munday wakes up after being attacked to realize that he's missing his family jewels. To make matters worse, he learns he's facing a paternity lawsuit filed by a woman he can't remember having sex with.",20,33
tt0106834,Even Cowgirls Get the Blues,1993,1994-05-20,"Comedy, Drama, Romance",106,USA,"English, German",8000000,1708873,1708873,4.4,6968,Gus Van Sant,"Tom Robbins, Gus Van Sant",New Line Cinema,"Uma Thurman, Lorraine Bracco, Pat Morita, Angie Dickinson, Keanu Reeves, John Hurt, Rain Phoenix, Ed Begley Jr., Carol Kane, Sean Young, Crispin Glover, Roseanne Barr, Buck Henry, Grace Zabriskie, Treva Jeffryes","Sissy Hankshaw (Uma Thurman) is born with enormous thumbs that help her hitchhiking through the U.S. from a young age. She becomes a model in advertising, and her New York agent, ""the ...",50,26
tt1175709,All Good Things,2010,2012-06-01,"Crime, Drama, Mystery",101,USA,English,NA,1754389,582024,6.3,51943,Andrew Jarecki,"Marcus Hinchey, Marc Smerling",Groundswell Productions,"Ryan Gosling, Kirsten Dunst, Frank Langella, Lily Rabe, Philip Baker Hall, Michael Esper, Diane Venora, Nick Offerman, Kristen Wiig, Stephen Kunken, John Cullum, Maggie Kiley, Liz Stauber, Marion McCorry, Mia Dillon","Mr. David Marks was suspected but never tried for killing his wife Katie who disappeared in 1982, but the truth is eventually revealed.",83,140
tt0079437,Last Embrace,1979,1979-05-04,"Mystery, Romance, Thriller",102,USA,English,NA,1537125,1537125,6.1,2413,Jonathan Demme,"Murray Teigh Bloom, David Shaber",Taylor-Wigutow Productions,"Roy Scheider, Janet Margolin, John Glover, Sam Levene, Charles Napier, Christopher Walken, Jacqueline Brookes, David Margulies, Andrew Duncan, Marcia Rodd, Gary Goetzman, Lou Gilbert, Mandy Patinkin, Max Wright, Sandy McLeod",Harry breaks down and loses his job after his wife is assassinated - could it be his turn next ?,39,37
tt0110363,Little Big League,1994,1994-06-29,"Comedy, Family, Sport",119,USA,English,NA,12267790,12267790,6.1,9647,Andrew Scheinman,"Gregory K. Pincus, Gregory K. Pincus",Castle Rock Entertainment,"Luke Edwards, Timothy Busfield, John Ashton, Ashley Crow, Kevin Dunn, Billy L. Sullivan, Miles Feulner, Jonathan Silverman, Dennis Farina, Jason Robards, Wolfgang Bodison, Duane Davis, Leon Durham, Kevin Elster, Joseph Latimore",A young boy is bequeathed the ownership of a professional baseball team.,29,10
tt4978710,Marjorie Prime,2017,2017-10-19,"Drama, Romance, Sci-Fi",99,USA,English,NA,213858,180608,6.3,5508,Michael Almereyda,"Michael Almereyda, Jordan Harrison",Passage Pictures (II),"Geena Davis, Hannah Gross, Jon Hamm, India Reed Kotis, Leslie Lyles, Cashus Muse, Tim Robbins, Hana Colley, Lois Smith, Azumi Tsutsui, Bill Walters, Stephanie Andujar",A service that provides holographic recreations of deceased loved ones allows a woman to come face-to-face with the younger version of her late husband.,29,77
tt0090022,Silverado,1985,1986-01-16,"Action, Crime, Drama",133,USA,English,26000000,32192570,32192570,7.2,37166,Lawrence Kasdan,"Lawrence Kasdan, Mark Kasdan",Columbia Pictures,"Kevin Kline, Scott Glenn, Kevin Costner, Danny Glover, Marvin J. McIntyre, Brad Leland, Sheb Wooley, Jonathan Kasdan, John Cleese, Todd Allen, Kenny Call, Bill Thurman, Meg Kasdan, Dick Durock, Gene Hartline",A misfit bunch of friends come together to right the injustices which exist in a small town.,186,58
tt0029992,A Christmas Carol,1938,1938-12-16,"Drama, Family, Fantasy",69,USA,English,NA,NA,NA,7.5,5902,Edwin L. Marin,"Charles Dickens, Hugo Butler",Metro-Goldwyn-Mayer (MGM),"Reginald Owen, Gene Lockhart, Kathleen Lockhart, Terry Kilburn, Barry MacKay, Lynne Carver, Leo G. Carroll, Lionel Braham, Ann Rutherford, D'Arcy Corrigan, Ronald Sinclair","On Christmas Eve, Ebenezer Scrooge is visited by the spirit of his former partner, Jacob Marley. The deceased partner was as mean and miserly as Scrooge is now and he warns him to change his ways or face the consequences in the afterlife.",90,28
tt0120434,Vegas Vacation,1997,1997-02-14,Comedy,93,USA,English,25000000,36400360,36400360,6,43652,Stephen Kessler,"Elisa Bell, Bob Ducsay",Warner Bros.,"Chevy Chase, Beverly D'Angelo, Randy Quaid, Ethan Embry, Marisol Nichols, Miriam Flynn, Shae D'lyn, Wayne Newton, Siegfried Fischbacher, Roy Horn, Wallace Shawn, Sid Caesar, Julio Oscar Mechoso, Sly Smith, Julia Sweeney","In the fourth outing for the vacation franchise, the Griswolds have to survive Vegas fever when they go to Las Vegas for a fun family vacation.",108,39
tt1086841,Impact Point,2008,2008-07-17,Thriller,90,USA,English,2200000,NA,NA,4.2,1251,Hayley Cloake,Brett Merryman,Breaking Point Productions,"Brian Austin Green, Melissa Keller, Kayla Ewell, Joe Manganiello, Linden Ashby, Eddie Alfano, Ed Francis Martin, Nikki Novak, De' Leon Howard III, Dain Blanton, Devin Kamin, Ron Roggé, Sarah Stratton, Kelly Walker, Scott Weiser","Pro Beach Volleyball star, Kelly Reyes, faces challenges everyday, fierce competitors, the press, but nothing could prepare her for him.",9,11
tt0075294,Swashbuckler,1976,1976-07-29,"Action, Adventure, Comedy",101,USA,English,NA,NA,NA,6,1506,James Goldstone,"Jeffrey Bloom, Paul Wheeler",Universal Pictures,"Robert Shaw, James Earl Jones, Peter Boyle, Geneviève Bujold, Beau Bridges, Geoffrey Holder, Avery Schreiber, Tom Clancy, Anjelica Huston, Bernard Behrens, Dorothy Tristan, Mark Baker, Kip Niven, Tom Fitzsimmons, Louisa Horton",A pirate and a hot-tempered noblewoman join forces to protect Jamaica from a tyrant.,37,7
tt0069303,Sounder,1972,1973-04-26,"Drama, Family",105,USA,English,NA,NA,3100601,7.5,3427,Martin Ritt,"Lonne Elder III, William H. Armstrong",Radnitz/Mattel Productions,"Cicely Tyson, Paul Winfield, Kevin Hooks, Carmen Mathews, Taj Mahal, James Best, Eric Hooks, Yvonne Jarrell, Sylvia Kuumba Williams, Teddy Airhart, Richard Durham, Wendell Brumfield, Al Bankston, Myrl Sharkey, Inez Durham",The oldest son of a loving and strong family of black sharecroppers comes of age in the Depression-era South after his father is imprisoned for stealing food.,34,19
tt0068528,The Effect of Gamma Rays on Man-in-the-Moon Marigolds,1972,1973-05-30,Drama,100,USA,English,NA,84462,NA,7.5,2091,Paul Newman,"Paul Zindel, Alvin Sargent",Twentieth Century Fox,"Joanne Woodward, Nell Potts, Roberta Wallach, Judith Lowry, David Spielberg, Richard Venture, Carolyn Coates, Will Hare, Estelle Omens, Jess Osuna, Ellen Dano, Lynne Rogers, Roger Serbagi, John Lehne, Michael Kearney","From the Pullizer Prize winning play by Paul Zindel, this is the story of Beatrice Hunsdorfer and her daughters, Ruth and Matilda. A middle-aged widowed eccentric, Beatrice is looking for ...",40,27
tt0042219,Backfire,1950,1952-05-30,"Crime, Film-Noir, Mystery",91,USA,English,NA,NA,NA,6.6,1030,Vincent Sherman,"Lawrence B. Marcus, Ivan Goff",Warner Bros.,"Viveca Lindfors, Dane Clark, Virginia Mayo, Edmond O'Brien, Gordon MacRae, Ed Begley, Frances Robinson, Richard Rober, Sheila MacRae, David Hoffman","While recuperating from wartime back injuries at a hospital, veteran Bob Corey is visited on Christmas Eve by a beautiful stranger with an even stranger message.",28,15
tt4633690,Shot Caller,2017,2017-09-07,"Crime, Drama, Thriller",121,USA,English,NA,3440362,NA,7.3,68750,Ric Roman Waugh,Ric Roman Waugh,Bold Films,"Nikolaj Coster-Waldau, Omari Hardwick, Lake Bell, Jon Bernthal, Emory Cohen, Jeffrey Donovan, Evan Jones, Juan Pablo Raba, Matt Gerald, Max Greenfield, Jessy Schram, Chris Browning, Michael Landes, Jonathon McClendon, Benjamin Bratt",A newly released prisoner is forced by the leaders of his gang to orchestrate a major crime with a brutal rival gang on the streets of Southern California.,283,71
tt0097074,Cohen and Tate,1988,1989-04-28,"Crime, Thriller",86,USA,English,NA,64227,64227,6.4,1930,Eric Red,Eric Red,Nelson Entertainment,"Roy Scheider, Adam Baldwin, Harley Cross, Cooper Huckabee, Suzanne Savoy, Marco Perella, Tom Campitelli, Andy Gill, Frank Bates, James Jeter, Jeff Bennett, Ron Jackson, Ted Baader, Kenneth McCabe, Ina B. Bott","When a little boy witnesses a mob hit, he is kidnapped by two professional assassins who are not what they seem.",40,35
tt5617916,Airplane Mode,2019,2019-08-02,Comedy,80,USA,English,NA,NA,NA,3.5,3292,"David Dinetz, Dylan Trussell","David Dinetz, Jake Paul",Culprit Creative,"Logan Paul, Lauren Swickard, Juanpa Zurita, Lele Pons, Andrew Bachelor, Amanda Cerny, Nick Bateman, Jon Paul Piques, Rocco Piazza, Liam James Ramos, James Frey, Vitaly Zdorovetskiy, Kevin Heffernan, Tessa Netting, Antoine Dodson",Horny American teenagers fly to Australia for sex at the social media convention in Sydney. Will Logan survive his fear of flying? Will the pilots survive passengers not using airplane mode? Will anyone survive?,111,3
tt0914863,Unthinkable,2010,2010-05-26,"Crime, Drama, Thriller",97,USA,"English, Russian, Ukrainian",15000000,1669947,NA,7.1,82994,Gregor Jordan,Peter Woodward,Lleju Productions,"Samuel L. Jackson, Carrie-Anne Moss, Michael Sheen, Stephen Root, Lora Kojovic, Martin Donovan, Gil Bellows, Vincent Laresca, Brandon Routh, Joshua Harto, Holmes Osborne, Michael Rose, Randy Oglesby, Benito Martinez, Sasha Roiz",A psychological thriller centered around a black-ops interrogator and an F.B.I. Agent who press a suspect terrorist into divulging the location of three nuclear weapons set to detonate in the U.S.,297,60
tt0084488,Permanent Vacation,1980,1984-04-25,"Comedy, Drama",75,USA,English,NA,NA,NA,6.4,8343,Jim Jarmusch,Jim Jarmusch,Cinesthesia Productions,"Chris Parker, Leila Gastil, John Lurie, Richard Boes, Sara Driver, Charlie Spademan, Jane Fire, Ruth Bolton, Evelyn Smith, María Duval, Lisa Rosen, Frankie Faison, Suzanne Fletcher, Felice Rosser, Eric Mitchell",A young man wanders New York City searching for some meaning in life and encounters many idiosyncratic characters.,21,24
tt0026529,The Informer,1935,1936-09-09,"Crime, Drama",91,USA,English,243000,NA,NA,7.4,5571,John Ford,"Dudley Nichols, Liam O'Flaherty",RKO Radio Pictures,"Victor McLaglen, Heather Angel, Preston Foster, Margot Grahame, Wallace Ford, Una O'Connor, J.M. Kerrigan, Joe Sawyer, Neil Fitzgerald, Donald Meek, D'Arcy Corrigan, Leo McCabe, Steve Pendleton, Francis Ford, May Boley","In 1922, an Irish rebel informs on his friend, then feels doom closing in.",55,39
tt7374952,El Chicano,2018,2020-08-06,"Action, Crime, Drama",108,USA,English,8000000,1404646,1400603,5.3,1016,Ben Hernandez Bray,"Ben Hernandez Bray, Joe Carnahan",WarParty Films,"Logan Arevalo, Julian Bray, Adolfo Alvarez, Marco Rodríguez, Emilio Rivera, Yadi Valerio Rivera, George Lopez, Raúl Castillo, Jose Pablo Cantillo, Noel Gugliemi, David Castañeda, Roberto Garcia, Aimee Garcia, Marlene Forte, Armida Lopez",A pair of twin brothers from East L.A. choose to live their lives differently and end up on opposite sides of the law.,27,19
tt0100602,A Shock to the System,1990,1991-05-01,"Comedy, Crime, Thriller",88,USA,English,12000000,3417056,3417056,6.7,4119,Jan Egleson,"Simon Brett, Andrew Klavan",Brigand Films,"Michael Caine, Elizabeth McGovern, Peter Riegert, Swoosie Kurtz, Will Patton, Jenny Wright, John McMartin, Barbara Baxley, Haviland Morris, Philip Moon, Kent Broadhurst, Zach Grenier, David Schramm, Sam Schacht, Christopher Durang","When you think you're at the top of the corporate ladder and then discover they have managed to pull that ladder away, sometimes you have to take it upon yourself to ""level"" the playing ...",52,19
